id,folds
1125,3
1126,9
1130,1
1131,2
1132,4
1133,2
1138,2
1139,5
1140,3
1141,1
1142,4
1143,4
1145,9
1146,6
1149,6
1151,6
1155,10
1156,6
1158,1
1159,10
1160,7
1161,3
1162,8
1164,5
1165,7
1166,8
1167,10
1169,5
1170,5
1171,4
1172,10
1173,8
1174,4
1177,2
1178,3
1181,10
1182,9
1183,7
1184,10
1186,10
1187,5
1189,6
1190,9
1191,4
1192,1
1194,2
1198,3
1199,10
1200,10
1201,4
1202,3
1203,7
1204,2
1205,3
1206,2
1212,9
1213,2
1214,1
1216,6
1219,7
1220,1
1221,2
1222,6
1223,7
1226,4
1227,7
1228,10
1229,4
1231,10
1232,8
1233,7
1234,6
1236,2
1238,8
1241,6
1242,1
1243,10
1244,6
1245,4
1246,3
1249,8
1253,3
1254,1
1255,7
1256,5
1257,6
1258,4
1259,4
1260,10
1261,6
1262,8
1264,8
1266,7
1267,1
1268,4
1269,10
1271,8
1272,9
1273,1
1276,10
1277,9
1279,6
1280,3
1284,2
1288,1
1291,3
1292,8
1295,8
1296,10
1297,3
1299,9
1300,2
1302,7
1304,7
1305,9
1307,3
1308,1
1309,9
1311,7
1312,10
1313,4
1315,2
1317,9
1318,8
1319,7
1320,6
1321,4
1322,5
1323,5
1325,10
1326,8
1327,2
1328,2
1329,7
1331,8
1335,2
1337,2
1340,5
1341,4
1342,10
1344,4
1345,10
1346,6
1348,10
1350,3
1351,7
1352,2
1353,9
1356,9
1357,2
1359,7
1362,4
1363,8
1366,9
1367,2
1368,10
1369,7
1370,3
1372,2
1373,7
1374,5
1375,1
1376,10
1377,7
1378,7
1379,4
1380,9
1381,7
1382,6
1383,2
1384,9
1385,2
1386,7
1387,5
1389,7
1391,4
1392,3
1394,4
1396,4
1397,2
1398,3
1399,7
1400,1
1401,1
1402,1
1403,10
1404,9
1405,6
1406,8
1407,6
1408,1
1410,10
1411,10
1413,4
1416,5
1418,2
1419,1
1420,5
1421,5
1426,6
1428,4
1429,8
1430,8
1431,6
1432,1
1433,1
1434,8
1437,4
1439,9
1441,6
1442,8
1443,6
1446,6
1447,4
1448,9
1453,4
1456,10
1459,1
1460,4
1464,10
1466,10
1467,1
1469,8
1470,6
1472,7
1474,3
1476,7
1479,1
1480,3
1482,5
1487,9
1488,6
1489,5
1493,9
1495,4
1496,9
1498,9
1499,9
1500,2
1503,7
1504,8
1506,3
1509,2
1510,3
1512,1
1514,3
1516,4
1517,7
1519,8
1520,1
1521,8
1522,8
1523,2
1524,9
1526,5
1527,8
1528,9
1529,3
1531,10
1532,5
1534,2
1535,7
1536,10
1537,2
1543,10
1545,10
1546,9
1551,8
1552,8
1554,4
1556,8
1557,7
1559,6
1561,3
1562,10
1563,6
1564,2
1565,1
1570,2
1572,7
1573,9
1574,5
1575,3
1576,8
1580,5
1581,5
1582,6
1583,3
1584,10
1586,5
1589,8
1593,4
1594,1
1600,7
1601,6
1602,8
1603,3
1605,10
1607,3
1609,9
1610,2
1612,6
1613,3
1618,5
1619,3
1620,5
1622,5
1625,9
1626,4
1627,2
1631,7
1634,7
1637,3
1639,10
1640,5
1643,10
1645,2
1647,9
1649,5
1652,1
1653,10
1655,6
1657,8
1658,6
1659,9
1661,7
1664,2
1665,2
1666,3
1667,3
1668,1
1670,4
1674,10
1675,4
1677,5
1678,3
1680,2
1681,7
1682,10
1683,7
1684,6
1685,8
1686,9
1687,6
1688,7
1693,5
1694,4
1695,7
1697,7
1698,8
1702,6
1710,10
1711,5
1712,8
1713,7
1715,8
1716,10
1720,9
1725,2
1728,3
1729,10
1730,2
1731,8
1732,8
1733,7
1734,8
1736,6
1738,5
1739,5
1740,3
1742,3
1743,6
1744,4
1745,5
1746,6
1747,7
1748,4
1749,9
1750,5
1751,5
1752,6
1754,1
1755,10
1756,8
1759,7
1760,7
1761,8
1762,7
1764,10
1766,6
1768,7
1769,5
1770,6
1771,9
1772,9
1774,10
1778,4
1779,4
1780,7
1781,8
1782,2
1784,6
1785,9
1786,4
1787,6
1789,10
1790,5
1791,8
1792,4
1793,2
1794,5
1796,7
1797,3
1798,10
1803,1
1804,7
1807,9
1808,6
1809,1
1814,6
1816,1
1818,8
1820,5
1821,10
1822,9
1825,2
1826,3
1827,1
1830,10
1831,1
1832,8
1835,10
1836,6
1837,1
1839,4
1840,4
1842,6
1843,2
1846,9
1847,6
1849,1
1850,4
1851,7
1856,5
1857,9
1858,3
1859,2
1863,4
1864,9
1867,7
1869,9
1870,2
1872,5
1875,7
1876,2
1877,7
1879,10
1880,2
1883,1
1885,1
1888,2
1889,2
1890,2
1894,5
1896,9
1898,10
1901,3
1903,10
1904,6
1905,9
1906,3
1907,6
1909,6
1913,4
1914,5
1916,6
1917,2
1919,2
1921,9
1922,3
1924,5
1925,6
1926,2
1928,5
1929,4
1931,6
1933,7
1937,5
1939,8
1940,7
1941,4
1942,2
1943,5
1944,9
1947,10
1948,2
1952,10
1953,10
1955,5
1958,1
1959,4
1960,9
1961,10
1962,6
1963,3
1965,1
1967,1
1968,3
1969,6
1971,7
1973,10
1974,5
1975,2
1976,2
1980,3
1981,7
1985,4
1986,2
1988,1
1992,1
1993,3
1996,8
1998,8
1999,5
2000,9
2001,9
2004,5
2006,9
2007,6
2008,8
2010,9
2011,3
2012,4
2013,9
2016,2
2017,4
2019,5
2021,8
2023,8
2024,1
2025,3
2026,1
2028,6
2029,7
2031,8
2033,7
2036,2
2037,10
2038,10
2039,8
2040,9
2041,1
2042,3
2043,8
2045,6
2046,10
2047,5
2048,5
2049,4
2051,3
2052,6
2053,3
2054,8
2055,3
2059,9
2060,7
2061,4
2063,7
2065,9
2066,4
2068,4
2069,3
2070,7
2073,5
2074,2
2075,2
2076,1
2078,5
2079,9
2080,3
2082,6
2083,1
2084,6
2085,8
2087,2
2088,5
2089,9
2092,8
2094,1
2096,7
2098,8
2099,5
2102,9
2108,1
2111,6
2113,5
2116,7
2117,8
2121,7
2122,8
2124,1
2125,9
2126,6
2130,6
2132,5
2133,1
2138,5
2139,6
2141,10
2144,8
2145,4
2146,3
2147,6
2150,3
2157,2
2158,8
2159,10
2160,8
2161,7
2162,6
2163,4
2165,9
2166,6
2167,4
2168,7
2169,2
2170,4
2171,5
2173,7
2176,8
2177,6
2178,4
2179,4
2181,5
2182,8
2186,2
2188,7
2189,6
2190,4
2192,10
2193,3
2194,5
2196,4
2197,3
2198,6
2200,1
2202,9
2203,1
2206,1
2208,4
2209,1
2210,7
2211,9
2212,5
2213,8
2214,3
2215,2
2217,3
2218,1
2219,2
2221,2
2222,3
2225,6
2228,3
2233,6
2236,8
2237,10
2238,4
2239,7
2242,9
2244,8
2245,6
2246,4
2249,10
2251,2
2252,8
2253,4
2254,10
2255,1
2256,9
2257,1
2258,5
2262,2
2263,1
2264,6
2265,8
2267,1
2268,4
2269,1
2272,1
2273,5
2277,1
2279,7
2281,10
2283,3
2284,4
2285,6
2287,7
2288,10
2289,10
2291,10
2292,5
2293,10
2295,9
2296,10
2297,2
2298,6
2299,10
2304,8
2305,5
2308,10
2309,1
2310,7
2311,4
2313,8
2314,1
2315,6
2317,7
2319,2
2320,3
2321,3
2323,6
2324,4
2327,7
2329,4
2331,2
2332,6
2335,4
2336,5
2337,4
2338,9
2340,1
2341,1
2342,1
2344,1
2348,1
2349,6
2351,3
2352,1
2354,6
2356,2
2359,3
2360,10
2361,6
2364,3
2367,2
2368,1
2372,9
2373,9
2375,1
2376,6
2377,1
2378,6
2379,5
2380,3
2382,5
2383,4
2386,8
2388,7
2390,1
2393,4
2396,3
2397,2
2398,6
2399,4
2400,8
2401,1
2402,2
2403,1
2404,1
2405,1
2407,9
2409,5
2410,2
2411,9
2412,6
2413,4
2414,1
2416,9
2419,9
2420,4
2421,10
2422,7
2424,5
2425,4
2428,6
2432,2
2434,1
2435,2
2437,3
2439,10
2440,3
2441,4
2442,8
2443,4
2444,4
2448,3
2450,1
2453,1
2454,2
2456,7
2457,7
2458,1
2459,3
2462,4
2463,9
2464,10
2465,6
2466,8
2467,10
2468,3
2469,5
2470,10
2471,6
2476,5
2478,5
2479,8
2480,5
2483,9
2485,7
2486,3
2487,8
2488,1
2489,7
2491,4
2493,1
2494,5
2496,3
2498,4
2499,3
2501,1
2502,9
2503,9
2504,8
2505,8
2506,10
2507,2
2509,6
2511,10
2513,8
2514,9
2517,2
2521,7
2522,4
2524,1
2526,10
2528,2
2531,4
2532,10
2535,2
2536,2
2537,7
2538,2
2539,6
2540,8
2541,9
2544,5
2545,3
2547,9
2551,7
2554,5
2556,7
2557,3
2558,6
2559,10
2560,7
2565,4
2566,4
2568,8
2569,8
2571,9
2573,5
2576,6
2578,6
2579,6
2581,7
2582,1
2583,6
2584,7
2586,7
2587,2
2588,2
2589,5
2592,6
2593,4
2594,7
2595,1
2597,4
2598,8
2599,3
2600,3
2601,9
2602,9
2603,6
2604,7
2605,8
2606,2
2607,1
2608,5
2609,9
2611,5
2612,1
2613,6
2614,9
2615,6
2616,2
2618,8
2620,2
2621,6
2622,8
2623,9
2626,4
2627,8
2629,4
2632,7
2633,9
2634,10
2636,5
2638,4
2639,3
2642,6
2644,10
2645,9
2647,5
2648,8
2649,10
2656,2
2660,3
2663,1
2666,8
2667,6
2668,9
2669,8
2670,1
2671,7
2672,9
2675,2
2678,10
2679,6
2680,7
2682,3
2683,1
2684,3
2685,4
2687,10
2688,2
2690,10
2694,1
2695,6
2696,3
2697,2
2698,6
2699,3
2700,6
2701,6
2703,4
2704,10
2708,6
2709,3
2710,4
2715,8
2716,7
2717,10
2719,7
2720,4
2721,1
2722,7
2723,7
2724,3
2725,10
2726,5
2729,2
2730,3
2731,7
2732,3
2733,10
2734,9
2735,9
2738,7
2739,8
2740,2
2742,9
2747,9
2748,1
2756,4
2759,9
2761,1
2762,4
2763,8
2765,10
2766,10
2768,7
2769,9
2772,10
2774,2
2778,7
2780,3
2781,1
2785,5
2788,1
2789,2
2790,2
2792,2
2793,8
2795,7
2797,6
2798,7
2799,9
2800,2
2804,7
2806,10
2807,7
2810,3
2812,3
2813,2
2818,8
2819,3
2820,2
2822,9
2824,8
2826,7
2828,3
2829,9
2830,6
2832,1
2833,6
2834,5
2836,4
2837,7
2839,6
2840,3
2842,9
2848,2
2849,7
2850,1
2851,3
2852,2
2856,6
2859,6
2863,4
2864,3
2865,10
2866,4
2867,4
2869,8
2870,10
2871,3
2873,1
2874,10
2875,2
2876,1
2877,4
2878,2
2879,8
2880,3
2881,9
2882,4
2883,10
2884,9
2885,8
2886,1
2888,1
2889,3
2892,5
2893,1
2894,8
2895,6
2896,6
2897,10
2898,3
2899,8
2902,7
2907,9
2908,8
2910,10
2912,3
2913,7
2915,4
2916,9
2917,3
2918,1
2919,10
2920,8
2925,4
2926,10
2927,1
2928,1
2929,6
2930,1
2931,5
2933,1
2935,4
2937,10
2939,5
2940,3
2943,10
2944,3
2945,1
2947,3
2951,4
2952,7
2953,1
2954,1
2955,5
2956,8
2957,2
2959,5
2960,3
2964,7
2965,3
2966,2
2967,9
2969,10
2971,1
2972,10
2973,7
2974,1
2976,8
2977,3
2979,10
2980,8
2981,6
2984,1
2985,10
2987,2
2990,10
2993,4
2994,6
2999,3
3000,10
3001,10
3002,10
3003,9
3004,7
3006,1
3007,3
3009,6
3010,5
3011,3
3012,9
3013,9
3016,4
3017,7
3019,7
3020,8
3021,2
3022,6
3023,8
3025,2
3027,2
3030,7
3032,6
3033,6
3034,8
3035,7
3036,4
3037,6
3040,3
3041,9
3042,2
3043,2
3044,6
3046,7
3047,1
3049,5
3050,3
3051,5
3053,7
3054,10
3055,1
3056,10
3057,6
3058,4
3059,4
3061,2
3062,3
3064,2
3065,6
3066,5
3067,6
3068,7
3073,7
3074,5
3075,5
3076,10
3078,8
3080,9
3081,2
3084,6
3086,4
3087,7
3089,10
3092,4
3093,1
3095,1
3096,6
3097,2
3100,1
3101,8
3102,2
3106,5
3107,10
3109,1
3110,6
3116,2
3117,3
3119,4
3120,8
3121,4
3122,4
3124,1
3125,2
3128,7
3129,6
3130,2
3131,9
3132,7
3133,4
3135,10
3136,9
3139,1
3140,4
3142,2
3143,5
3145,6
3146,2
3147,2
3150,2
3151,7
3152,7
3154,10
3156,2
3157,1
3158,4
3159,6
3161,7
3163,1
3165,2
3166,4
3168,8
3173,4
3176,2
3179,7
3180,1
3181,2
3182,5
3184,10
3185,4
3187,6
3190,1
3192,10
3193,10
3194,8
3195,4
3197,9
3198,2
3200,6
3201,7
3202,4
3204,4
3206,9
3207,5
3208,7
3211,1
3213,6
3214,4
3215,6
3216,1
3218,2
3219,9
3221,1
3225,8
3226,2
3229,1
3230,4
3231,4
3234,5
3235,9
3236,5
3238,3
3241,4
3242,10
3243,4
3246,7
3247,10
3248,10
3251,4
3253,9
3254,10
3256,5
3257,4
3259,6
3262,6
3263,5
3265,4
3267,2
3269,5
3270,9
3271,6
3272,9
3273,5
3276,9
3278,1
3280,4
3281,2
3284,7
3285,6
3288,9
3289,7
3290,1
3293,8
3294,8
3295,10
3296,9
3298,7
3299,3
3300,7
3305,8
3309,4
3310,9
3311,2
3312,2
3313,7
3316,3
3317,10
3321,4
3323,10
3324,4
3325,2
3327,10
3331,8
3332,10
3334,1
3336,7
3337,1
3339,2
3340,7
3342,8
3344,9
3345,6
3347,3
3348,3
3349,2
3352,8
3353,3
3354,10
3355,2
3356,1
3357,10
3358,6
3359,6
3360,7
3361,8
3362,6
3363,10
3365,5
3366,10
3373,1
3375,2
3377,3
3378,1
3380,6
3383,3
3384,1
3385,9
3388,6
3389,5
3390,5
3392,9
3393,8
3396,7
3397,2
3398,6
3399,6
3400,4
3401,6
3402,7
3404,1
3405,5
3406,2
3407,2
3410,6
3411,4
3412,8
3413,3
3414,10
3418,4
3419,5
3420,7
3422,1
3425,7
3427,1
3428,4
3431,2
3433,8
3434,5
3435,5
3436,6
3437,6
3438,10
3440,5
3442,6
3443,7
3445,4
3446,10
3447,4
3449,3
3450,6
3452,8
3455,7
3456,6
3457,10
3458,6
3460,9
3461,2
3462,7
3463,10
3466,10
3467,7
3469,5
3471,1
3472,1
3474,9
3475,4
3476,9
3477,10
3479,3
3480,4
3481,5
3483,4
3484,2
3486,7
3487,8
3488,6
3489,7
3491,7
3495,7
3496,1
3498,4
3499,9
3500,7
3501,3
3503,6
3506,9
3509,2
3510,3
3512,1
3513,7
3518,1
3521,5
3522,9
3523,6
3524,7
3526,7
3527,3
3528,8
3529,1
3530,6
3532,10
3533,9
3534,3
3535,1
3536,1
3538,8
3540,10
3541,8
3542,7
3543,1
3544,5
3545,6
3546,9
3547,2
3553,5
3554,2
3555,6
3557,6
3559,10
3560,7
3562,9
3563,4
3565,6
3567,10
3568,9
3569,5
3570,4
3572,5
3574,5
3575,8
3577,6
3581,3
3585,4
3586,7
3587,3
3590,6
3592,4
3594,10
3595,1
3596,3
3597,8
3599,3
3600,2
3601,8
3603,9
3604,4
3606,1
3607,8
3608,1
3610,2
3611,3
3612,10
3616,1
3618,2
3620,3
3621,6
3622,10
3623,9
3626,5
3627,1
3629,6
3631,7
3632,7
3635,4
3636,9
3637,2
3640,4
3641,5
3643,7
3645,6
3646,3
3647,5
3648,10
3649,10
3650,9
3651,3
3652,9
3658,5
3663,7
3665,4
3666,7
3667,1
3669,4
3670,5
3671,5
3672,2
3675,8
3676,5
3677,1
3679,6
3680,4
3681,4
3682,9
3683,8
3684,1
3685,1
3686,3
3687,1
3688,4
3692,2
3693,8
3694,5
3696,5
3699,7
3700,1
3702,7
3705,9
3708,3
3709,9
3710,4
3713,1
3714,2
3715,9
3716,9
3717,10
3718,6
3720,4
3725,3
3726,4
3728,6
3730,1
3732,8
3734,8
3735,9
3736,5
3737,1
3740,10
3744,3
3747,3
3748,9
3752,3
3753,1
3754,6
3755,2
3760,1
3764,9
3765,7
3767,1
3768,9
3770,9
3772,3
3774,4
3775,2
3778,4
3779,8
3780,7
3782,6
3784,1
3785,5
3786,5
3787,9
3788,4
3789,2
3790,1
3793,4
3795,1
3797,7
3798,5
3800,6
3802,8
3803,10
3805,1
3807,8
3808,9
3809,8
3810,3
3811,6
3813,8
3814,5
3815,3
3816,8
3817,1
3818,8
3819,2
3821,5
3822,2
3823,2
3824,5
3827,5
3828,5
3830,4
3832,5
3835,6
3836,8
3837,8
3838,3
3839,8
3840,5
3842,7
3845,7
3846,1
3847,9
3848,8
3849,3
3851,10
3852,3
3853,4
3854,7
3855,8
3857,8
3858,5
3861,2
3862,8
3863,3
3864,8
3867,7
3868,4
3870,4
3872,10
3873,7
3874,2
3880,5
3882,6
3886,2
3889,8
3890,4
3891,5
3893,8
3895,6
3897,7
3899,4
3900,10
3904,1
3907,1
3908,1
3911,1
3912,10
3913,3
3914,6
3917,1
3918,3
3919,1
3920,9
3921,9
3922,3
3925,3
3927,4
3929,5
3930,10
3933,3
3935,7
3936,10
3940,1
3941,10
3942,8
3944,2
3946,5
3947,9
3953,2
3954,1
3956,2
3957,9
3959,2
3960,8
3961,6
3962,7
3964,5
3965,4
3966,4
3967,2
3969,9
3970,1
3971,2
3972,10
3973,10
3974,7
3978,7
3980,4
3981,5
3982,8
3984,6
3986,6
3988,1
3989,10
3990,10
3993,2
3995,9
3996,10
3997,6
3998,4
3999,10
4000,9
4003,10
4004,7
4007,4
4008,5
4010,2
4014,7
4016,4
4017,2
4018,4
4019,3
4020,3
4021,8
4023,6
4024,4
4026,4
4027,7
4028,8
4032,3
4036,8
4037,4
4038,6
4039,3
4040,4
4042,6
4044,7
4045,5
4047,10
4050,1
4051,2
4055,8
4057,8
4058,2
4059,7
4062,8
4063,4
4064,2
4066,1
4067,6
4070,2
4072,2
4074,8
4075,10
4076,8
4079,3
4082,4
4085,6
4087,2
4088,8
4090,7
4091,8
4093,5
4094,10
4095,7
4097,6
4102,1
4103,10
4104,5
4105,5
4111,6
4112,5
4113,3
4114,4
4116,7
4117,4
4118,4
4120,5
4121,2
4124,3
4126,7
4127,4
4128,3
4137,2
4138,8
4139,3
4142,3
4143,5
4144,6
4149,7
4150,2
4151,3
4152,7
4153,10
4157,6
4159,4
4160,9
4161,4
4162,10
4163,3
4165,10
4167,6
4168,3
4169,1
4170,10
4171,2
4172,4
4175,6
4178,2
4179,6
4183,2
4186,7
4187,2
4188,7
4189,6
4190,10
4191,7
4195,7
4197,4
4199,10
4202,4
4203,1
4204,2
4207,6
4208,5
4210,7
4212,7
4217,5
4218,1
4219,3
4220,7
4221,7
4222,6
4223,2
4225,6
4229,2
4231,5
4232,7
4233,4
4234,10
4236,7
4238,7
4239,5
4243,2
4246,7
4247,4
4248,1
4250,4
4254,4
4257,2
4259,1
4261,7
4262,4
4264,7
4266,6
4269,10
4270,8
4271,9
4273,3
4275,8
4276,10
4277,2
4278,7
4279,9
4280,10
4282,2
4283,6
4284,4
4287,6
4289,4
4290,9
4291,4
4292,10
4294,8
4295,7
4296,1
4298,8
4300,8
4302,2
4305,1
4306,1
4311,9
4312,9
4314,10
4316,1
4318,8
4319,7
4320,4
4321,2
4322,7
4323,3
4325,2
4327,1
4329,6
4333,5
4334,2
4335,9
4336,5
4337,6
4340,1
4341,2
4346,10
4347,4
4348,1
4350,10
4351,8
4352,9
4353,8
4355,7
4356,4
4357,2
4358,4
4362,2
4366,3
4367,6
4368,3
4369,5
4370,5
4372,10
4374,1
4375,7
4377,9
4379,8
4380,10
4381,6
4385,7
4388,7
4390,2
4391,6
4395,4
4396,4
4397,7
4400,7
4402,2
4403,9
4406,3
4407,7
4409,10
4410,4
4413,8
4415,6
4418,4
4422,10
4423,2
4424,5
4425,4
4426,3
4427,3
4428,10
4429,7
4430,10
4434,10
4435,10
4436,6
4437,10
4438,7
4441,5
4443,10
4444,2
4445,3
4447,2
4450,4
4455,7
4456,2
4457,1
4458,6
4461,5
4462,8
4463,4
4464,4
4466,4
4468,7
4470,10
4471,9
4472,9
4474,2
4475,10
4476,9
4478,4
4479,3
4480,2
4481,6
4484,9
4486,2
4488,10
4490,2
4491,8
4492,6
4493,1
4494,4
4496,8
4497,8
4499,7
4502,9
4503,6
4505,9
4506,9
4510,6
4511,1
4513,3
4514,10
4515,4
4517,5
4519,6
4520,8
4522,8
4523,2
4524,9
4526,5
4527,3
4528,4
4530,7
4531,8
4534,2
4535,1
4536,2
4537,5
4539,9
4540,8
4541,2
4542,7
4543,1
4545,1
4547,1
4548,5
4549,7
4550,5
4551,4
4552,3
4553,5
4556,8
4557,6
4558,2
4559,2
4561,8
4563,7
4564,10
4566,10
4569,4
4570,5
4572,7
4573,8
4574,10
4576,3
4578,4
4579,5
4581,6
4585,8
4587,5
4591,8
4594,1
4595,6
4596,1
4597,3
4600,9
4601,1
4602,4
4605,1
4606,3
4607,4
4608,7
4609,10
4612,9
4614,5
4615,9
4617,2
4618,9
4619,1
4621,2
4622,1
4623,2
4625,9
4629,9
4631,2
4632,8
4635,3
4637,6
4638,1
4639,2
4640,8
4641,10
4643,2
4645,5
4646,6
4650,7
4654,2
4656,9
4658,7
4659,10
4661,4
4667,9
4669,3
4671,2
4677,6
4678,1
4679,7
4681,8
4682,8
4684,9
4685,7
4688,2
4689,3
4690,2
4691,5
4693,6
4694,5
4695,1
4697,1
4700,9
4701,1
4702,1
4703,5
4704,4
4706,3
4708,6
4710,4
4713,10
4715,6
4716,7
4717,4
4718,5
4719,10
4720,8
4721,10
4722,5
4724,5
4726,6
4728,1
4734,9
4736,6
4737,2
4739,10
4741,1
4742,7
4743,3
4744,3
4745,10
4749,6
4751,3
4754,8
4755,3
4757,10
4758,8
4760,2
4763,5
4766,7
4767,5
4768,1
4769,4
4770,5
4771,3
4772,3
4774,2
4775,8
4776,3
4777,4
4779,1
4780,5
4782,9
4784,9
4785,2
4786,5
4787,4
4788,3
4789,10
4790,6
4793,4
4794,4
4796,8
4799,1
4801,6
4804,7
4805,4
4806,6
4807,8
4808,1
4809,4
4810,7
4811,8
4814,2
4817,3
4821,7
4822,2
4824,1
4826,6
4827,7
4829,4
4830,6
4832,10
4833,9
4834,6
4835,8
4836,6
4837,3
4838,6
4839,8
4840,8
4843,9
4844,9
4845,3
4846,9
4847,9
4849,2
4851,3
4852,3
4853,3
4854,3
4857,6
4858,2
4860,10
4861,2
4862,9
4863,9
4865,3
4866,3
4867,1
4870,8
4872,9
4875,10
4876,10
4881,4
4882,8
4884,10
4885,5
4887,9
4888,5
4889,9
4890,5
4893,1
4896,3
4899,7
4900,1
4901,7
4904,8
4905,2
4907,5
4911,10
4915,6
